pkEventId,fkSiteId,eventCode,description,corpsPermitNumber,vesselName,requestDate,conclusionDate,fkMemberIdprojectManager,fkFileLocationId,fkImpactedWatersId,crdpermitNumber,entityLegalName,totalEventEnvironmentalImpacts,totalEventAuthorizedImpacts,mitigationArea,actions,eventApplicantAgents,eventAttachments,eventNotes,coastalPermitMember,projects,pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes,latitude,longitude
35707,3040,CMP20260014,"Mod. to the ""Zachary Dock"".  Adding a ramp and floating dock. ",202600454,,2026-05-18T00:00:00,,99,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60207, ""fkEventId"": 35707, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Deloach"", ""firstName"": ""David"", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,3040,"Dover Bluff Club, Inc.",05251999_120000AM,111663.576,-293506.776,True,End Of Dover Cut Road -9331 Dover Bluff Road,Previously Dover Bluff Club Community Dock,153001,Waverly,,1900acres Dover Bluff Tract Camden Co. 33 GMD,114.0,304,23,-2.0,3,False,,False,,0.31713,2023-04-05T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.01766,-81.52966
35706,12861,CMP20260013,Storm water outfall maintenance and headwall construction at 14 sites throughout Oak Grove Island,,,2026-05-11T00:00:00,,76,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60205, ""fkEventId"": 35706, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Steen"", ""firstName"": ""Carl"", ""mi"": "" "", ""company"": ""Oak Grove Island Property Owners Association, Inc."", ""address1"": ""P.O. Box 20682"", ""address2"": """", ""city"": ""St. Simons Island"", ""state"": ""GA"", ""zip"": ""31522"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 60206, ""fkEventId"": 35706, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Labarba"", ""firstName"": ""Sam "", ""mi"": "" "", ""company"": ""Labarba Environmental Consultants"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,12861,Oak Grove Island POA,12192023_105646AM,112469.4,-293690.556,True,306 Oak Grove Island Drive,,,Brunswick,,,317.0,40,66,43.0,17,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.2415,-81.58071
35703,1170,CMP20260012,SCANNED 5-15-26. Repair & rebuild existing dikes on 40-acre existing rice field of New Hope Plantation to obtain proper water management to resume rice cultivation. Denied. Appealed - Upheld CMPC Denial. ,074 OYN 004532,,1982-09-20T00:00:00,1983-01-28T00:00:00,110,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60196, ""fkEventId"": 35703, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Iannicelli"", ""firstName"": ""Joe"", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,1170,New Hope Plantation (Iannicelli) Dike/impoundment UA,08111992_120000AM,112691.448,-293213.232,True,157 Darien Highway,,,,10222021_031409PM,,305.0,272,66,-2.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.30318,-81.44812
35689,1170,CMP20260011,"SCANNED 5-15-26. 800 Acres Marsh - Repair existing dikes, clean existing canals of debris, construct bridge over 1 canal, and install tide gates in dikes. Dredge material from canals will be used to repair dikes. Dikes and dikes areas will be replanted with Bahia grass and used as permanent pasture for beef cattle.  Withdrawn. ",074 OYN 003330,,1976-06-28T00:00:00,1976-07-15T00:00:00,110,-2,-3,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60177, ""fkEventId"": 35689, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Grover"", ""firstName"": ""Ralph"", ""mi"": "" "", ""company"": ""G.W.D., Inc."", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,1170,New Hope Plantation (Iannicelli) Dike/impoundment UA,08111992_120000AM,112691.448,-293213.232,True,157 Darien Highway,,,,10222021_031409PM,,305.0,272,66,-2.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.30318,-81.44812
35635,1585,CMP20260010,"P-617 Transit Protection Program (TPP): phased modifications to the TPP pier, trestle, floating docks and construction of wave attenuators",202600374,,2026-04-28T00:00:00,,76,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60106, ""fkEventId"": 35635, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Moreno"", ""firstName"": ""Robert "", ""mi"": "" "", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 60107, ""fkEventId"": 35635, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Cook"", ""firstName"": ""Lee "", ""mi"": "" "", ""company"": ""Quest Ecology"", ""address1"": ""735 Lakeview Drive"", ""address2"": """", ""city"": ""Wimauma"", ""state"": ""FL"", ""zip"": ""33598"", ""eventApplicantAgentContacts"": []}]",[],[],,,1585,Navy: Kings Bay Naval Submarine Base (Primary Site No.),11181994_120000AM,110878.938,-293463.6984,True,,SUBBASE Kings Bay,,St. Marys,01272005_095917AM; 02252013_012054PM,29th GMD,-2.0,178,23,-2.0,14,False,,False,,205.90624,2025-12-10T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],30.799705,-81.51769399999999
35566,13780,CMP20260009,Water control structures,202600138,,2026-04-01T00:00:00,,76,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 60029, ""fkEventId"": 35566, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Horan"", ""firstName"": ""Robert"", ""mi"": "" "", ""company"": ""Wildlife Resources Division"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,13780,Ceylon WMA,04162026_114003AM,111398.076,-294014.232,True,Ceylon Road,,,Woodbine,,,,259,23,,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],30.94391,-81.67062
35444,246,CMP20260008,"Place 1,600 cy fill in 370' x 100' x 1.2' high to increase elevation on the northern portion of the tract so 20 townhouses could be built. Denied",074 OYN 005880,,1985-03-28T00:00:00,1986-06-30T00:00:00,110,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59872, ""fkEventId"": 35444, ""fkApplicantAgentTypeId"": 1, ""lastName"": """", ""firstName"": """", ""mi"": "" "", ""company"": ""Tidewater Boatworks, Inc."", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,246,Tidewater Boatworks (Hinckley Yacht Services),10231974_120000AM,115327.332,-291769.74,True,2400 Mechanics Ave.,"Tidewater Marine Tract, 5th GMD",30004 06026 (N) & 30004 06025 (S),Thunderbolt,,,-2.0,320,28,-2.0,14,False,,False,,5.35997,2019-04-26T00:00:00,2029-02-27T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[],32.03537,-81.04715
35402,13717,CMP20260007,,202500854,,2026-02-18T00:00:00,,33,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59827, ""fkEventId"": 35402, ""fkApplicantAgentTypeId"": 1, ""lastName"": """", ""firstName"": """", ""mi"": "" "", ""company"": ""Chatham County Engineering"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 59828, ""fkEventId"": 35402, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wall"", ""firstName"": ""Brandon"", ""mi"": "" "", ""company"": ""SEC"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,13717,Island Road ROW,03172026_111332AM,114948.5364,-291932.2116,True,Island Road ROW,,,,,,,208,28,12.0,1,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.930149,-81.092281
35390,12438,CMP20260006,CMPA for bulkhead due to UA,,,2026-03-12T00:00:00,,99,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59810, ""fkEventId"": 35390, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Masneri"", ""firstName"": ""Laura & Joseph"", ""mi"": "" "", ""company"": """", ""address1"": ""103 Wakeview Way"", ""address2"": """", ""city"": ""Anderson"", ""state"": ""SC"", ""zip"": ""29625"", ""eventApplicantAgentContacts"": []}]",[],[],,,12438,Masneri (Ballesteros),09072022_112433AM,112409.64,-293546.448,True,104 Wyche Jones Ln,,,Brunswick,,,-2.0,42,66,-2.0,3,False,,False,,0.036,2026-12-21T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.224899999999998,-81.54068
35376,176,CMP20260005,Repair Existing Dock Walkway (14 piles) and add additional section to existing float. Withdrawn,na,,2012-05-21T00:00:00,2012-05-21T00:00:00,110,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59789, ""fkEventId"": 35376, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Lindsay"", ""firstName"": ""Anne"", ""mi"": "" "", ""company"": ""University of Georgia Marine Extension"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,176,University Of Georgia ; Skidaway Institute Of  Oceanography (SKIO),03251974_120200AM,115159.896,-291689.496,True,10 Ocean Science Circle,,10146 01002,Savannah,07261994_120000AM,,-2.0,270,28,56.0,14,False,,False,,2.89755,2026-07-06T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.98886,-81.02485999999999
35375,179,CMP20260004,"Existing land fill of 17,200 cy dirt & various stumps & logs (about 2.2 acres) at +7.2' MSL with permit to complete the fill to +9.5' MSL, about 1,500 cy to meet requirements for Chatham County home construction and riprap 260' along river side of fill with broken asphalt. Permit Denied. Existing Fill Removed",074 OYN 000875,,1973-05-31T00:00:00,1976-01-08T00:00:00,110,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59788, ""fkEventId"": 35375, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Pantier, Jr."", ""firstName"": ""R"", ""mi"": ""T"", ""company"": """", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,179,Windward S/d Causeways & Recreation Areas & Dock,04051974_120000AM,115111.296,-292266.72,True,,Rio Rd. & Forest River,,,,,552.0,114,28,-2.0,14,False,,False,,0.16,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.975360000000002,-81.1852
35270,153,CMP20260003,Permit Extension,201900751,,2026-02-09T00:00:00,2026-03-12T00:00:00,33,-2,1,,,0.0,0.0,0.0,[],"[{""pkEventApplicantAgentId"": 59654, ""fkEventId"": 35270, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Rowland"", ""firstName"": ""Phillip"", ""mi"": "" "", ""company"": ""Sulfco"", ""address1"": """", ""address2"": """", ""city"": """", ""state"": ""  "", ""zip"": """", ""eventApplicantAgentContacts"": []}]",[],[],,,153,Seapoint Marine Terminal,06251973_120200AM,115481.304,-291713.076,True,100 Seapoint Blvd,1 Kerr McGee Road,,Savannah,06131989_1202; 01162003_1200; 11011988_1200,,-2.0,260,28,-2.0,14,False,,False,,70.14831,2030-12-11T00:00:00,1900-01-01T00:00:00,False,True,,,,,,True,106,2025-02-26T15:04:36.15,False,,,,,,[],,[],[],32.07814,-81.03141
35202,612,CMP20260002,Pilot dock at Berth 1,201300159,,2026-01-23T00:00:00,2026-02-25T00:00:00,26,-2,1,894,,0.98508,0.02893,0.0,[],"[{""pkEventApplicantAgentId"": 59572, ""fkEventId"": 35202, ""fkApplicantAgentTypeId"": 1, ""lastName"": ""Novak"", ""firstName"": ""Christopher"", ""mi"": "" "", ""company"": ""Georgia Ports Authority"", ""address1"": ""P.O. Box 2406"", ""address2"": """", ""city"": ""Savannah"", ""state"": ""GA"", ""zip"": ""31402"", ""eventApplicantAgentContacts"": []}, {""pkEventApplicantAgentId"": 59573, ""fkEventId"": 35202, ""fkApplicantAgentTypeId"": 2, ""lastName"": ""Wall"", ""firstName"": ""Brandon "", ""mi"": "" "", ""company"": ""Sligh Environmental Consultants"", ""address1"": ""31 Park of Commerce Way, Suite 200B"", ""address2"": """", ""city"": ""Savannah"", ""state"": ""GA"", ""zip"": ""31405"", ""eventApplicantAgentContacts"": []}]",[],[],,,612,"GPA: Ocean Terminal (East River), Mayors Point Teminal, Colonels Island Terminal",10211987_120000AM,112071.5388,-293523.6276,True,Confluence Of Turtle River & South Brunswick River,Ocean Terminal (1-3+Lanier) = 2nd - 5th St.,,Brunswick,06172008_120511PM & 07012019_113619AM,Mayor Point = Bay St. @ Mansfield,-2.0,273,66,15.0,14,False,,False,,115.55377,2031-02-25T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[],31.130982999999997,-81.534341
